C:\Users\Acer\Desktop\Data\IMG\center_2022_03_24_13_22_22_532.jpg, C:\Users\Acer\Desktop\Data\IMG\left_2022_03_24_13_22_22_532.jpg, C:\Users\Acer\Desktop\Data\IMG\right_2022_03_24_13_22_22_532.jpg, 0, 0, 0, 8.126802E-05
C:\Users\Acer\Desktop\Data\IMG\center_2022_03_24_13_22_22_632.jpg, C:\Users\Acer\Desktop\Data\IMG\left_2022_03_24_13_22_22_632.jpg, C:\Users\Acer\Desktop\Data\IMG\right_2022_03_24_13_22_22_632.jpg, 0, 0, 0, 8.141638E-05
C:\Users\Acer\Desktop\Data\IMG\center_2022_03_24_13_22_22_735.jpg, C:\Users\Acer\Desktop\Data\IMG\left_2022_03_24_13_22_22_735.jpg, C:\Users\Acer\Desktop\Data\IMG\right_2022_03_24_13_22_22_735.jpg, 0, 0, 0, 7.819176E-05
C:\Users\Acer\Desktop\Data\IMG\center_2022_03_24_13_22_22_838.jpg, C:\Users\Acer\Desktop\Data\IMG\left_2022_03_24_13_22_22_838.jpg, C:\Users\Acer\Desktop\Data\IMG\right_2022_03_24_13_22_22_838.jpg, 0, 0, 0, 7.953666E-05
C:\Users\Acer\Desktop\Data\IMG\center_2022_03_24_13_22_22_941.jpg, C:\Users\Acer\Desktop\Data\IMG\left_2022_03_24_13_22_22_941.jpg, C:\Users\Acer\Desktop\Data\IMG\right_2022_03_24_13_22_22_941.jpg, 0, 0, 0, 7.861463E-05
C:\Users\Acer\Desktop\Data\IMG\center_2022_03_24_13_22_23_043.jpg, C:\Users\Acer\Desktop\Data\IMG\left_2022_03_24_13_22_23_043.jpg, C:\Users\Acer\Desktop\Data\IMG\right_2022_03_24_13_22_23_043.jpg, 0, 0, 0, 7.808359E-05
C:\Users\Acer\Desktop\Data\IMG\center_2022_03_24_13_22_23_144.jpg, C:\Users\Acer\Desktop\Data\IMG\left_2022_03_24_13_22_23_144.jpg, C:\Users\Acer\Desktop\Data\IMG\right_2022_03_24_13_22_23_144.jpg, 0, 0, 0, 7.838156E-05
C:\Users\Acer\Desktop\Data\IMG\center_2022_03_24_13_22_23_247.jpg, C:\Users\Acer\Desktop\Data\IMG\left_2022_03_24_13_22_23_247.jpg, C:\Users\Acer\Desktop\Data\IMG\right_2022_03_24_13_22_23_247.jpg, 0, 0, 0, 7.873798E-05
C:\Users\Acer\Desktop\Data\IMG\center_2022_03_24_13_22_23_348.jpg, C:\Users\Acer\Desktop\Data\IMG\left_2022_03_24_13_22_23_348.jpg, C:\Users\Acer\Desktop\Data\IMG\right_2022_03_24_13_22_23_348.jpg, 0, 0, 0, 7.781175E-05
C:\Users\Acer\Desktop\Data\IMG\center_2022_03_24_13_22_23_450.jpg, C:\Users\Acer\Desktop\Data\IMG\left_2022_03_24_13_22_23_450.jpg, C:\Users\Acer\Desktop\Data\IMG\right_2022_03_24_13_22_23_450.jpg, 0, 0, 0, 7.868042E-05
C:\Users\Acer\Desktop\Data\IMG\center_2022_03_24_13_22_23_550.jpg, C:\Users\Acer\Desktop\Data\IMG\left_2022_03_24_13_22_23_550.jpg, C:\Users\Acer\Desktop\Data\IMG\right_2022_03_24_13_22_23_550.jpg, 0, 0.1833396, 0, 0.08038124
C:\Users\Acer\Desktop\Data\IMG\center_2022_03_24_13_22_23_654.jpg, C:\Users\Acer\Desktop\Data\IMG\left_2022_03_24_13_22_23_654.jpg, C:\Users\Acer\Desktop\Data\IMG\right_2022_03_24_13_22_23_654.jpg, 0, 0.4908678, 0, 0.4927446
C:\Users\Acer\Desktop\Data\IMG\center_2022_03_24_13_22_23_758.jpg, C:\Users\Acer\Desktop\Data\IMG\left_2022_03_24_13_22_23_758.jpg, C:\Users\Acer\Desktop\Data\IMG\right_2022_03_24_13_22_23_758.jpg, -0.0878547, 0.7915148, 0, 1.278109
